Sequence Name,Locustag,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
NC_022571,CLSA_RS21370,WP_022750723.1,GENE3D,G3DSA:3.40.50.300,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,
NZ_CP016091,CLOBY_RS21055,WP_022750723.1,SUPERFAMILY,SSF52540,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,P-loop containing nucleoside triphosphate hydrolases
NZ_CP016091,CLOBY_RS21055,WP_022750723.1,GENE3D,G3DSA:3.40.50.300,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,
NZ_CP119078,PXX05_RS03810,WP_275089734.1,GENE3D,G3DSA:3.30.2090.10,IPR027463,AcrB_DN_DC_subdom,HOMOLOGOUS_SUPERFAMILY,Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains
NZ_CP119078,PXX05_RS03810,WP_275089734.1,GENE3D,G3DSA:3.30.2090.10,IPR027463,AcrB_DN_DC_subdom,HOMOLOGOUS_SUPERFAMILY,Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains
NZ_CP119078,PXX05_RS03810,WP_275089734.1,SUPERFAMILY,SSF82714,IPR027463,AcrB_DN_DC_subdom,HOMOLOGOUS_SUPERFAMILY,Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains
NZ_CP119078,PXX05_RS03810,WP_275089734.1,SUPERFAMILY,SSF82714,IPR027463,AcrB_DN_DC_subdom,HOMOLOGOUS_SUPERFAMILY,Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains
NZ_LT607752,GA0070623_RS08265,WP_067314006.1,PFAM,PF13439,IPR028098,Glyco_trans_4-like_N,DOMAIN,Glyco_transf_4
NZ_CP036264,Mal15_RS21600,WP_167546966.1,SUPERFAMILY,SSF69318,IPR028994,Integrin_alpha_N,HOMOLOGOUS_SUPERFAMILY,Integrin alpha N-terminal domain
NZ_CP036264,Mal15_RS21600,WP_167546966.1,GENE3D,G3DSA:2.130.10.130,IPR028994,Integrin_alpha_N,HOMOLOGOUS_SUPERFAMILY,
NZ_RBIQ01000007,CLV91_RS05625,WP_121064810.1,SUPERFAMILY,SSF69318,IPR028994,Integrin_alpha_N,HOMOLOGOUS_SUPERFAMILY,Integrin alpha N-terminal domain
NC_018018,FLELI_RS01120,WP_014796187.1,GENE3D,G3DSA:3.90.550.10,IPR029044,Nucleotide-diphossugar_trans,HOMOLOGOUS_SUPERFAMILY,Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A
NC_018018,FLELI_RS01120,WP_014796187.1,SUPERFAMILY,SSF53448,IPR029044,Nucleotide-diphossugar_trans,HOMOLOGOUS_SUPERFAMILY,Nucleotide-diphospho-sugar transferases
NZ_JABMJK010000010,FHW83_RS20835,WP_176648266.1,GENE3D,G3DSA:3.60.20.10,IPR029055,Ntn_hydrolases_N,HOMOLOGOUS_SUPERFAMILY,"Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1"
NZ_JABMJK010000010,FHW83_RS20835,WP_176648266.1,SUPERFAMILY,SSF56235,IPR029055,Ntn_hydrolases_N,HOMOLOGOUS_SUPERFAMILY,N-terminal nucleophile aminohydrolases (Ntn hydrolases)
NZ_JPLW01000007,ED92_RS35965,WP_037346386.1,GENE3D,G3DSA:3.40.50.1820,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta hydrolase
NZ_LK054223,MADA3029_RS20495,WP_022589135.1,SUPERFAMILY,SSF53474,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta-Hydrolases
NZ_LK054223,MADA3029_RS20495,WP_022589135.1,GENE3D,G3DSA:3.40.50.1820,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta hydrolase
NZ_CP095864,MYK68_RS07245,WP_247867194.1,SUPERFAMILY,SSF53474,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta-Hydrolases
NZ_CP095864,MYK68_RS07245,WP_247867194.1,GENE3D,G3DSA:3.40.50.1820,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta hydrolase
NZ_CP029711,DKM19_RS06290,WP_239514415.1,SUPERFAMILY,SSF53474,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta-Hydrolases
NZ_CP029711,DKM19_RS06290,WP_239514415.1,GENE3D,G3DSA:3.40.50.1820,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta hydrolase
NZ_CP010519,SLNWT_RS15420,WP_040250729.1,GENE3D,G3DSA:3.40.50.1820,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta hydrolase
NZ_CP010519,SLNWT_RS15420,WP_040250729.1,SUPERFAMILY,SSF53474,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta-Hydrolases
NZ_CP092644,MID12_RS14405,WP_040250729.1,GENE3D,G3DSA:3.40.50.1820,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta hydrolase
NZ_CP092644,MID12_RS14405,WP_040250729.1,SUPERFAMILY,SSF53474,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta-Hydrolases
NZ_FPAC01000001,BM415_RS07585,WP_170862396.1,SUPERFAMILY,SSF53335,IPR029063,SAM-dependent_MTases_sf,HOMOLOGOUS_SUPERFAMILY,S-adenosyl-L-methionine-dependent methyltransferases
NZ_FPAC01000001,BM415_RS07585,WP_170862396.1,GENE3D,G3DSA:3.40.50.150,IPR029063,SAM-dependent_MTases_sf,HOMOLOGOUS_SUPERFAMILY,Vaccinia Virus protein VP39
NZ_LT906479,CKW09_RS04695,WP_061796031.1,GENE3D,G3DSA:3.40.50.150,IPR029063,SAM-dependent_MTases_sf,HOMOLOGOUS_SUPERFAMILY,Vaccinia Virus protein VP39
NZ_LT906479,CKW09_RS04695,WP_061796031.1,SUPERFAMILY,SSF53335,IPR029063,SAM-dependent_MTases_sf,HOMOLOGOUS_SUPERFAMILY,S-adenosyl-L-methionine-dependent methyltransferases
NC_020126,MYSTI_RS24640,WP_015350516.1,PFAM,PF00881,IPR029479,Nitroreductase,DOMAIN,Nitroreductase
NC_005027,RB_RS21530,WP_164922330.1,NCBIFAM,TIGR04534,IPR030916,ELWxxDGT_rpt,REPEAT,ELWxxDGT_rpt
NZ_SJPV01000007,Poly41_RS19275,WP_197231456.1,PFAM,PF16841,IPR031768,CBM60_xylan-bd,DOMAIN,CBM60
NZ_CP036264,Mal15_RS21600,WP_167546966.1,PFAM,PF13205,IPR032812,SbsA_Ig,DOMAIN,Big_5
NZ_CP070349,JVX95_RS06860,WP_211156986.1,PFAM,PF16197,IPR032821,PKS_assoc,DOMAIN,KAsynt_C_assoc
NZ_LK054223,MADA3029_RS20495,WP_022589135.1,PFAM,PF16197,IPR032821,PKS_assoc,DOMAIN,KAsynt_C_assoc
NC_002944,MAP_RS19285,WP_040963265.1,PFAM,PF16197,IPR032821,PKS_assoc,DOMAIN,KAsynt_C_assoc
NZ_JABMJK010000010,FHW83_RS20835,WP_176648266.1,CDD,cd00712,IPR033738,AsnB_N,DOMAIN,AsnB
NZ_CP036264,Mal15_RS17920,WP_167546893.1,PFAM,PF17210,IPR033764,Sdr_B,DOMAIN,SdrD_B
NZ_CP036264,Mal15_RS17925,WP_167546894.1,PFAM,PF17210,IPR033764,Sdr_B,DOMAIN,SdrD_B
NZ_CP037423,Enr13x_RS14945,WP_145387321.1,PFAM,PF17210,IPR033764,Sdr_B,DOMAIN,SdrD_B
NZ_CP011272,VN12_RS09705,WP_146676632.1,PFAM,PF17210,IPR033764,Sdr_B,DOMAIN,SdrD_B
NC_022571,CLSA_RS21370,WP_022750723.1,CDD,cd02425,IPR033839,Lacticin_481_peptidase,DOMAIN,Peptidase_C39F
NZ_CP016091,CLOBY_RS21055,WP_022750723.1,CDD,cd02425,IPR033839,Lacticin_481_peptidase,DOMAIN,Peptidase_C39F
NZ_CP049107,G6P88_RS08920,WP_165322833.1,CDD,cd00683,IPR033904,Trans_IPPS_HH,DOMAIN,Trans_IPPS_HH
NZ_CP118225,PSR62_RS02795,WP_274406310.1,CDD,cd05562,IPR034075,Glr3161-like_dom,DOMAIN,Peptidases_S53_like
NZ_CP017708,BJP36_RS40580,WP_071102720.1,PRINTS,PR00681,IPR035104,Ribosomal_protein_S1-like,FAMILY,RIBOSOMALS1
NZ_MKZR01000001,BI334_RS03655,WP_044495335.1,PRINTS,PR00681,IPR035104,Ribosomal_protein_S1-like,FAMILY,RIBOSOMALS1
NC_017668,HBHAL_RS10560,WP_014643397.1,SUPERFAMILY,SSF101904,IPR035516,Gyrase/topoIV_suA_C,HOMOLOGOUS_SUPERFAMILY,GyrA/ParC C-terminal domain-like
NC_017668,HBHAL_RS10560,WP_014643397.1,GENE3D,G3DSA:2.120.10.90,IPR035516,Gyrase/topoIV_suA_C,HOMOLOGOUS_SUPERFAMILY,
NC_005027,RB_RS21530,WP_164922330.1,SUPERFAMILY,SSF49299,IPR035986,PKD_dom_sf,HOMOLOGOUS_SUPERFAMILY,PKD domain
NC_005027,RB_RS21530,WP_164922330.1,SUPERFAMILY,SSF49299,IPR035986,PKD_dom_sf,HOMOLOGOUS_SUPERFAMILY,PKD domain
NC_005027,RB_RS21530,WP_164922330.1,SUPERFAMILY,SSF49299,IPR035986,PKD_dom_sf,HOMOLOGOUS_SUPERFAMILY,PKD domain
NZ_SJPI01000002,Pla22_RS14450,WP_146515559.1,SUPERFAMILY,SSF49299,IPR035986,PKD_dom_sf,HOMOLOGOUS_SUPERFAMILY,PKD domain
NZ_CP036525,K227x_RS17875,WP_246146859.1,SUPERFAMILY,SSF49299,IPR035986,PKD_dom_sf,HOMOLOGOUS_SUPERFAMILY,PKD domain
NZ_SJPW01000008,Poly51_RS26200,WP_146461742.1,SUPERFAMILY,SSF49299,IPR035986,PKD_dom_sf,HOMOLOGOUS_SUPERFAMILY,PKD domain
NZ_AXVD01000001,K940_RS0100285,WP_028475870.1,SUPERFAMILY,SSF54292,IPR036010,2Fe-2S_ferredoxin-like_sf,HOMOLOGOUS_SUPERFAMILY,2Fe-2S ferredoxin-like
NZ_KQ948852,AQJ66_RS06295,WP_079060117.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
NZ_KQ948852,AQJ66_RS06295,WP_079060117.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
NZ_KQ948852,AQJ66_RS06295,WP_079060117.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
NZ_CP080647,K1J60_RS20740,WP_259407826.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
NZ_CP080647,K1J60_RS20740,WP_259407826.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
NZ_CP080647,K1J60_RS20740,WP_259407826.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
NZ_CP080647,K1J60_RS20740,WP_259407826.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
NZ_CP080647,K1J60_RS20740,WP_259407826.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
NZ_JAAVVL010000001,GWK25_RS00340,WP_215447774.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
NZ_JAAVVL010000001,GWK25_RS00340,WP_215447774.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
NZ_JAAVVL010000001,GWK25_RS00340,WP_215447774.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
NZ_JAAVVL010000001,GWK25_RS00340,WP_215447774.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
NZ_JAAVVL010000001,GWK25_RS00340,WP_215447774.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
NZ_AP023396,NWFMUON74_RS21785,WP_187683684.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
NZ_JARESG010000016,PY310_RS15565,WP_275215376.1,SUPERFAMILY,SSF52833,IPR036249,Thioredoxin-like_sf,HOMOLOGOUS_SUPERFAMILY,Thioredoxin-like
NZ_CP029711,DKM19_RS06290,WP_239514415.1,SUPERFAMILY,SSF103473,IPR036259,MFS_trans_sf,HOMOLOGOUS_SUPERFAMILY,MFS general substrate transporter
NZ_CP029711,DKM19_RS06290,WP_239514415.1,GENE3D,G3DSA:1.20.1250.20,IPR036259,MFS_trans_sf,HOMOLOGOUS_SUPERFAMILY,MFS general substrate transporter like domains
NZ_CP048835,C8250_RS29495,WP_244809867.1,GENE3D,G3DSA:1.20.1250.20,IPR036259,MFS_trans_sf,HOMOLOGOUS_SUPERFAMILY,MFS general substrate transporter like domains
NZ_CP048835,C8250_RS29495,WP_244809867.1,SUPERFAMILY,SSF103473,IPR036259,MFS_trans_sf,HOMOLOGOUS_SUPERFAMILY,MFS general substrate transporter
NZ_CP070349,JVX95_RS06860,WP_211156986.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP070349,JVX95_RS06860,WP_211156986.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP070349,JVX95_RS06860,WP_211156986.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP070349,JVX95_RS06860,WP_211156986.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP070349,JVX95_RS06860,WP_211156986.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP080998,K3U96_RS24005,WP_220691299.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP080998,K3U96_RS24005,WP_220691299.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP080998,K3U96_RS24005,WP_220691299.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP080998,K3U96_RS24005,WP_220691299.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP080998,K3U96_RS24005,WP_220691299.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_LT546237,BN4348_RS37890,WP_066911012.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_LT546237,BN4348_RS37890,WP_066911012.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_LT546237,BN4348_RS37890,WP_066911012.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_LT546237,BN4348_RS37890,WP_066911012.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_LT546237,BN4348_RS37890,WP_066911012.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NC_008726,MVAN_RS01375,WP_011777591.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NC_008726,MVAN_RS01375,WP_011777591.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NC_008726,MVAN_RS01375,WP_011777591.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NC_008726,MVAN_RS01375,WP_011777591.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NC_008726,MVAN_RS01375,WP_011777591.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP060055,HZU38_RS04480,WP_235881173.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP060055,HZU38_RS04480,WP_235881173.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP060055,HZU38_RS04480,WP_235881173.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP060055,HZU38_RS04480,WP_235881173.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP060055,HZU38_RS04480,WP_235881173.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP070380,JN090_RS18595,WP_208673199.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP070380,JN090_RS18595,WP_208673199.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP070380,JN090_RS18595,WP_208673199.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP070380,JN090_RS18595,WP_208673199.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP070380,JN090_RS18595,WP_208673199.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP082189,JN084_RS01210,WP_222883632.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP082189,JN084_RS01210,WP_222883632.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP082189,JN084_RS01210,WP_222883632.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP082189,JN084_RS01210,WP_222883632.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP082189,JN084_RS01210,WP_222883632.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP082190,JN085_RS01520,WP_222880192.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP082190,JN085_RS01520,WP_222880192.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP082190,JN085_RS01520,WP_222880192.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP082190,JN085_RS01520,WP_222880192.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP082190,JN085_RS01520,WP_222880192.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP082302,K5L12_RS02010,WP_036368406.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP082302,K5L12_RS02010,WP_036368406.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP082302,K5L12_RS02010,WP_036368406.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP082302,K5L12_RS02010,WP_036368406.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP082302,K5L12_RS02010,WP_036368406.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP119199,PXR06_RS01410,WP_275571811.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP119199,PXR06_RS01410,WP_275571811.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP119199,PXR06_RS01410,WP_275571811.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP119199,PXR06_RS01410,WP_275571811.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP119199,PXR06_RS01410,WP_275571811.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CSTD01000001,BN971_RS05850,WP_085180210.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CSTD01000001,BN971_RS05850,WP_085180210.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CSTD01000001,BN971_RS05850,WP_085180210.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CSTD01000001,BN971_RS05850,WP_085180210.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CSTD01000001,BN971_RS05850,WP_085180210.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP011773,AB431_RS02005,WP_047332984.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP011773,AB431_RS02005,WP_047332984.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP011773,AB431_RS02005,WP_047332984.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP011773,AB431_RS02005,WP_047332984.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_CP011773,AB431_RS02005,WP_047332984.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_LK054223,MADA3029_RS20495,WP_022589135.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NC_002944,MAP_RS19285,WP_040963265.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NC_002944,MAP_RS19285,WP_040963265.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NC_002944,MAP_RS19285,WP_040963265.1,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
NZ_JACKUB010000028,H7J84_RS20035,H7J84_RS20035,SUPERFAMILY,SSF51735,IPR036291,NAD(P)-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,NAD(P)-binding Rossmann-fold domains
