Sequence Name,Accession,InterPro ID,InterPro Name,Name
NZ_CP046703,WP_209271494.1,"[nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Transmembrane region', 'Non cytoplasmic domain', 'JMJC', 'cupin_9', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_CP046874,WP_047700987.1,"[nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'JMJC', 'Cupin_8']"
NZ_CP046904,WP_158206636.1,"[nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'Non cytoplasmic domain', 'Cytoplasmic domain', 'Transmembrane region', 'JMJC', 'Cupin_8']"
NZ_CP046904,WP_145878633.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP047316,WP_017922822.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP049057,WP_164679570.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_CP049057,WP_164680135.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_CP050461,WP_042276609.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_CP050975,WP_168528989.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP051206,WP_168696851.1,"[nan, nan, 'IPR003347', 'IPR003347', 'IPR014710', 'IPR041667']",Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-RmlC-like_jellyroll-Cupin_8,"['HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Jelly Rolls', 'Cupin_8']"
NZ_CP051429,WP_192988851.1,"[nan, nan, 'IPR003347', 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-JmjC_dom-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_CP052133,WP_124837155.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP052909,WP_186991998.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_CP052909,WP_186992277.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_CP053542,WP_053308777.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP053590,WP_176027160.1,"[nan, nan, 'IPR003347', 'IPR003347', 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_CP053698,WP_188319834.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_CP054911,WP_176017404.1,"[nan, nan, 'IPR003347', 'IPR003347', 'IPR003347', 'IPR039994']",Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-JmjC_dom-NO66-like,"['Cupin', 'Clavaminate synthase-like', 'JMJC', 'JmjC_2', 'cupin_9', 'MINA53  MYC INDUCED NUCLEAR ANTIGEN']"
NZ_CP054918,WP_254878774.1,"[nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'disorder_prediction', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP058364,WP_178950752.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP058595,WP_179241896.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP058974,WP_182404194.1,"[nan, nan, nan, 'IPR003033', 'IPR003347', 'IPR003347', 'IPR036527', 'IPR036527', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-SCP2_sterol-bd_dom-JmjC_dom-JmjC_dom-SCP2_sterol-bd_dom_sf-SCP2_sterol-bd_dom_sf-Cupin_8,"['HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Cupin', 'Clavaminate synthase-like', 'SCP2', 'JMJC', 'cupin_9', nan, 'SCP-like', 'Cupin_8']"
NZ_CP059732,WP_182460108.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP059733,WP_044840871.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP059734,WP_053046655.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP063199,WP_004406841.1,"[nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'Cytoplasmic domain', 'Transmembrane region', 'Non cytoplasmic domain', 'JMJC', 'Cupin_8']"
NZ_CP063203,WP_223109126.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP064295,WP_228852844.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_CP065596,WP_186059198.1,"[nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP068034,WP_201420216.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_CP068048,WP_141588874.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP068048,WP_225887819.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP068050,WP_201447063.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP068439,WP_202337772.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_CP068547,WP_067145305.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_CP068771,WP_212559841.1,"[nan, nan, 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_CP069396,WP_204227787.1,"[nan, nan, 'IPR003347', 'IPR003347', 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_CP071054,WP_050016058.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP071065,WP_206268246.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP071065,WP_206268247.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP071065,WP_206268248.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP071090,WP_206727242.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP072455,WP_099135670.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_CP072684,WP_252096001.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP072801,WP_210221850.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP072913,WP_210644673.1,"[nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP074570,WP_232360698.1,"[nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Transmembrane region', 'Non cytoplasmic domain', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP077091,WP_186550979.1,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003033', 'IPR003347', 'IPR003347', 'IPR036527', 'IPR036527', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-SCP2_sterol-bd_dom-JmjC_dom-JmjC_dom-SCP2_sterol-bd_dom_sf-SCP2_sterol-bd_dom_sf-Cupin_8,"['HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'SignalP-noTM', 'Cupin', 'Clavaminate synthase-like', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'SCP2', 'JMJC', 'cupin_9', nan, 'SCP-like', 'Cupin_8']"
NZ_CP077092,WP_186565700.1,"[nan, nan, nan, 'IPR003033', 'IPR003347', 'IPR003347', 'IPR036527', 'IPR036527', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-SCP2_sterol-bd_dom-JmjC_dom-JmjC_dom-SCP2_sterol-bd_dom_sf-SCP2_sterol-bd_dom_sf-Cupin_8,"['HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Cupin', 'Clavaminate synthase-like', 'SCP2', 'JMJC', 'cupin_9', nan, 'SCP-like', 'Cupin_8']"
NZ_CP079946,WP_223635463.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP079946,WP_223646521.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP081966,WP_028690309.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP084212,WP_081023621.1,"[nan, nan, 'IPR003347', 'IPR003347', 'IPR014710', 'IPR041667']",Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-RmlC-like_jellyroll-Cupin_8,"['HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Jelly Rolls', 'Cupin_8']"
NZ_CP084212,WP_159420418.1,"[nan, nan, 'IPR003347', 'IPR003347', 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_CP084288,WP_033535657.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_CP086306,WP_175797729.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP087135,WP_229941639.1,"[nan, nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'JMJC', 'cupin_9', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_CP087172,WP_139668245.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP087184,WP_258624838.1,"[nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'JMJC', 'Cupin_8']"
NZ_CP087192,WP_258713159.1,"[nan, nan, nan, 'IPR003033', 'IPR003347', 'IPR003347', 'IPR036527', 'IPR036527', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-SCP2_sterol-bd_dom-JmjC_dom-JmjC_dom-SCP2_sterol-bd_dom_sf-SCP2_sterol-bd_dom_sf-Cupin_8,"['HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Cupin', 'Clavaminate synthase-like', 'SCP2', 'JMJC', 'cupin_9', nan, 'SCP-like', 'Cupin_8']"
NZ_CP087202,WP_010446076.1,"[nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Transmembrane region', 'Non cytoplasmic domain', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP087203,WP_265067543.1,"[nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'JMJC', 'Cupin_8']"
NZ_CP087204,WP_265028381.1,"[nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP087205,WP_236708572.1,"[nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_CP088156,WP_231322458.1,"[nan, nan, 'IPR003347', 'IPR003347', 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_CP089211,WP_233029116.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_CP089538,WP_232560526.1,"[nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['RHH_CopG_NikR-like', 'Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
