Name,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
,WP_262920569.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_262920569.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_256531718.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_256531718.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_011680730.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_011680730.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_016573069.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_016573069.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_275461195.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_275461195.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_132939644.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_132939644.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_079472864.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_079472864.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_058611713.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_058611713.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_184661790.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_184661790.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_183883066.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_183883066.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_183869131.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_183869131.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_183869131.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_183869131.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_203253003.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_203253003.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_058611713.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_058611713.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_058611713.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_058611713.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_058611713.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_058611713.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_058611713.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_058611713.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_058611713.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_058611713.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_264729041.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_264729041.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_081917707.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_081917707.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_020157091.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_020157091.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_026463765.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_026463765.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_011904934.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_011904934.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_066890326.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_066890326.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_179972611.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_179972611.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_048540461.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_048540461.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_269456726.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_269456726.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_095070978.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_095070978.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_232833201.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_232833201.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_115808507.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_115808507.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_090261071.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_090261071.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_266086108.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_266086108.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_246130594.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_246130594.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_150086317.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_150086317.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_252936505.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_252936505.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,WP_153754364.1,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",WP_153754364.1,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
,,GENE3D,G3DSA:3.40.50.10790,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,
"Bacterial fluorinating enzyme, N-terminal domain",,SUPERFAMILY,SSF102522,IPR023228,SAM_OH_AdoTrfase_N_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, N-terminal domain"
DUF3418,WP_062429605.1,PFAM,PF11898,IPR024590,HrpA_C,DOMAIN,DUF3418
DUF3418,WP_161478968.1,PFAM,PF11898,IPR024590,HrpA_C,DOMAIN,DUF3418
NAPE-PLD,WP_197083291.1,PIRSF,PIRSF038896,IPR024884,NAPE-PLD,FAMILY,NAPE-PLD
MATE_SpoVB_like,WP_208917831.1,CDD,cd13124,IPR024923,PG_synth_SpoVB,FAMILY,MATE_SpoVB_like
PG_synth_SpoVB,WP_208917831.1,PIRSF,PIRSF038958,IPR024923,PG_synth_SpoVB,FAMILY,PG_synth_SpoVB
AMP-binding_C,WP_003335759.1,PFAM,PF13193,IPR025110,AMP-bd_C,DOMAIN,AMP-binding_C
AMP-binding_C,WP_018670344.1,PFAM,PF13193,IPR025110,AMP-bd_C,DOMAIN,AMP-binding_C
AMP-binding_C,WP_101668611.1,PFAM,PF13193,IPR025110,AMP-bd_C,DOMAIN,AMP-binding_C
AMP-binding_C,WP_119734491.1,PFAM,PF13193,IPR025110,AMP-bd_C,DOMAIN,AMP-binding_C
AMP-binding_C,WP_121474592.1,PFAM,PF13193,IPR025110,AMP-bd_C,DOMAIN,AMP-binding_C
AMP-binding_C,WP_156692277.1,PFAM,PF13193,IPR025110,AMP-bd_C,DOMAIN,AMP-binding_C
AMP-binding_C,WP_167472041.1,PFAM,PF13193,IPR025110,AMP-bd_C,DOMAIN,AMP-binding_C
AMP-binding_C,WP_268970736.1,PFAM,PF13193,IPR025110,AMP-bd_C,DOMAIN,AMP-binding_C
AMP-binding_C,WP_232241563.1,PFAM,PF13193,IPR025110,AMP-bd_C,DOMAIN,AMP-binding_C
AMP-binding_C,WP_068791798.1,PFAM,PF13193,IPR025110,AMP-bd_C,DOMAIN,AMP-binding_C
DUF4214,WP_110255722.1,PFAM,PF13946,IPR025282,DUF4214,DOMAIN,DUF4214
MI,WP_045074513.1,PIRSF,PIRSF015736,IPR026286,MaiA/AMDase,FAMILY,MI
BLR3294 PROTEIN,WP_045074513.1,PANTHER,PTHR40267,IPR026286,MaiA/AMDase,FAMILY,BLR3294 PROTEIN
Amdase,WP_045074513.1,PFAM,PF17645,IPR026286,MaiA/AMDase,FAMILY,Amdase
GLNA_ATP,WP_041407644.1,PROSITE_PATTERNS,PS00181,IPR027303,Gln_synth_gly_rich_site,CONSERVED_SITE,GLNA_ATP
GLNA_ATP,WP_027191627.1,PROSITE_PATTERNS,PS00181,IPR027303,Gln_synth_gly_rich_site,CONSERVED_SITE,GLNA_ATP
GLNA_ATP,WP_243359127.1,PROSITE_PATTERNS,PS00181,IPR027303,Gln_synth_gly_rich_site,CONSERVED_SITE,GLNA_ATP
Triger factor/SurA peptide-binding domain-like,WP_126010499.1,SUPERFAMILY,SSF109998,IPR027304,Trigger_fact/SurA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Triger factor/SurA peptide-binding domain-like
P-loop containing nucleoside triphosphate hydrolases,WP_062429605.1,SUPERFAMILY,SSF52540,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,P-loop containing nucleoside triphosphate hydrolases
,WP_062429605.1,GENE3D,G3DSA:3.40.50.300,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,
,WP_062429605.1,GENE3D,G3DSA:3.40.50.300,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,
,WP_003262328.1,GENE3D,G3DSA:3.40.50.300,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,
P-loop containing nucleoside triphosphate hydrolases,WP_003262328.1,SUPERFAMILY,SSF52540,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,P-loop containing nucleoside triphosphate hydrolases
P-loop containing nucleoside triphosphate hydrolases,WP_189735071.1,SUPERFAMILY,SSF52540,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,P-loop containing nucleoside triphosphate hydrolases
,WP_189735071.1,GENE3D,G3DSA:3.40.50.300,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,
,WP_189735071.1,GENE3D,G3DSA:3.40.50.300,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,
,WP_172771138.1,GENE3D,G3DSA:3.40.50.300,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,
P-loop containing nucleoside triphosphate hydrolases,WP_172771138.1,SUPERFAMILY,SSF52540,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,P-loop containing nucleoside triphosphate hydrolases
,WP_202646805.1,GENE3D,G3DSA:3.40.50.300,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,
P-loop containing nucleoside triphosphate hydrolases,WP_202646805.1,SUPERFAMILY,SSF52540,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,P-loop containing nucleoside triphosphate hydrolases
,WP_100405830.1,GENE3D,G3DSA:3.40.50.300,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,
P-loop containing nucleoside triphosphate hydrolases,WP_100405830.1,SUPERFAMILY,SSF52540,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,P-loop containing nucleoside triphosphate hydrolases
,WP_059335307.1,GENE3D,G3DSA:3.40.50.300,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,
P-loop containing nucleoside triphosphate hydrolases,WP_059335307.1,SUPERFAMILY,SSF52540,IPR027417,P-loop_NTPase,HOMOLOGOUS_SUPERFAMILY,P-loop containing nucleoside triphosphate hydrolases
