Name,Sequence Name,Locustag,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
FAD/NAD(P)-binding domain,NZ_JAATIU010000005,GGR60_RS20355,WP_119129851.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JAATIU010000005,GGR60_RS20410,WP_167766933.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JAATIU010000005,GGR60_RS20410,WP_167766933.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JAATIV010000003,GGR63_RS19940,WP_127158511.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JAATIV010000003,GGR63_RS19940,WP_127158511.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JAATIV010000003,GGR63_RS20000,WP_166764825.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JAATIV010000003,GGR63_RS20000,WP_166764825.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JAATIY010000003,GGR72_RS19600,WP_167764352.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JAATIY010000003,GGR72_RS19600,WP_167764352.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JAATIY010000003,GGR72_RS19660,WP_167764354.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JAATIY010000003,GGR72_RS19660,WP_167764354.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JAAVUP010000003,GWK15_RS14665,WP_168042059.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JAAVUP010000003,GWK15_RS14665,WP_168042059.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JAAZQN010000001,FHW94_RS01530,WP_210425435.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JAAZQN010000001,FHW94_RS01530,WP_210425435.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JABAIB010000012,HGH93_RS30390,WP_168767437.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JABAIB010000012,HGH93_RS30390,WP_168767437.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JABBFZ010000019,HHL14_RS25500,WP_169500362.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JABBFZ010000019,HHL14_RS25500,WP_169500362.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_JABBFZ010000019,HHL14_RS25500,WP_169500362.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JABBGM010000006,HHL27_RS14700,WP_169494197.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JABBGM010000006,HHL27_RS14700,WP_169494197.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JABBKX010000002,GWK16_RS08700,WP_170053529.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JABBKX010000002,GWK16_RS08700,WP_170053529.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JABBXB010000001,HH110_RS00475,WP_176987830.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JABBXB010000001,HH110_RS00475,WP_176987830.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JABCNG010000001,FHT19_RS01345,WP_169473497.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JABCNG010000001,FHT19_RS01345,WP_169473497.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JABFHG010000002,HJG45_RS06030,WP_254452293.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JABFHG010000002,HJG45_RS06030,WP_254452293.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JABFMP010000002,HNO86_RS02045,WP_175375368.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JABFMP010000002,HNO86_RS02045,WP_175375368.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JABGCC010000001,FHW97_RS01005,WP_171797758.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JABGCC010000001,FHW97_RS01005,WP_171797758.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JABUGI010000004,HT115_RS09335,WP_003097588.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JABUGI010000004,HT115_RS09335,WP_003097588.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JABUGI010000004,HT115_RS09350,WP_121274572.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JABUGI010000004,HT115_RS09350,WP_121274572.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JABUMN010000020,HT749_RS23445,WP_063806842.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JABUMN010000020,HT749_RS23445,WP_063806842.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACBYW010000001,FHR84_RS02970,WP_246300209.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACBYW010000001,FHR84_RS02970,WP_246300209.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACCCA010000009,HDE78_RS15215,WP_179480979.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACCCA010000009,HDE78_RS15215,WP_179480979.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACCCI010000002,HDC96_RS09115,WP_179459725.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACCCI010000002,HDC96_RS09115,WP_179459725.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACCCN010000004,HDC36_RS17445,WP_179569824.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACCCN010000004,HDC36_RS17445,WP_179569824.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACCCN010000004,HDC36_RS17515,WP_179569847.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACCCN010000004,HDC36_RS17515,WP_179569847.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACDIU010000003,IDM28_RS00660,WP_188035160.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACDIU010000003,IDM28_RS00660,WP_188035160.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACDUR010000002,HNR30_RS10880,WP_181609636.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACDUR010000002,HNR30_RS10880,WP_181609636.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACDUR010000002,HNR30_RS10910,WP_181609642.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACDUR010000002,HNR30_RS10910,WP_181609642.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACDUR010000003,HNR30_RS13925,WP_181610262.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACDUR010000003,HNR30_RS13925,WP_181610262.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHBA010000009,GGD72_RS12695,WP_032967071.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHBA010000009,GGD72_RS12695,WP_032967071.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHBT010000008,F4693_RS08695,WP_184505248.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHBT010000008,F4693_RS08695,WP_184505248.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHCM010000004,HDE76_RS13360,WP_184508266.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHCM010000004,HDE76_RS13360,WP_184508266.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHCO010000005,HDE79_RS15095,WP_184602880.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHCO010000005,HDE79_RS15095,WP_184602880.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHCP010000007,HDE80_RS15985,WP_184672520.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHCP010000007,HDE80_RS15985,WP_184672520.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHCR010000011,HDF20_RS15475,WP_184547697.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHCR010000011,HDF20_RS15475,WP_184547697.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHCX010000010,HDC93_RS20715,HDC93_RS20715,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHCX010000010,HDC93_RS20715,HDC93_RS20715,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHCZ010000004,HDC32_RS22195,WP_145336130.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHCZ010000004,HDC32_RS22195,WP_145336130.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHCZ010000006,HDC32_RS26510,WP_184746086.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHCZ010000006,HDC32_RS26510,WP_184746086.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHFE010000002,HNR38_RS03665,WP_183699919.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHFE010000002,HNR38_RS03665,WP_183699919.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHGN010000013,HNP84_RS28490,WP_185053033.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHGN010000013,HNP84_RS28490,WP_185053033.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_JACHGN010000013,HNP84_RS28490,WP_185053033.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_JACHGN010000013,HNP84_RS28490,WP_185053033.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHHP010000001,HNQ52_RS01435,WP_183959063.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHHP010000001,HNQ52_RS01435,WP_183959063.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHHZ010000002,HNQ60_RS11255,WP_184331682.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHHZ010000002,HNQ60_RS11255,WP_184331682.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHIE010000008,HNR55_RS10330,WP_166115093.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHIE010000008,HNR55_RS10330,WP_166115093.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHIN010000018,HNR40_RS45085,WP_184972928.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHIN010000018,HNR40_RS45085,WP_184972928.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHJJ010000004,FHS22_RS08400,WP_184939892.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHJJ010000004,FHS22_RS08400,WP_184939892.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_JACHJK010000004,FHS34_RS14515,WP_221508885.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHJK010000004,FHS34_RS14515,WP_221508885.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
,NZ_JACHJK010000006,FHS34_RS18060,WP_184966500.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHJK010000006,FHS34_RS18060,WP_184966500.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHJN010000001,FHS29_RS02115,WP_246439881.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHJN010000001,FHS29_RS02115,WP_246439881.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHJN010000001,FHS29_RS03025,WP_184687946.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHJN010000001,FHS29_RS03025,WP_184687946.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHJN010000001,FHS29_RS04125,WP_221455440.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHJN010000001,FHS29_RS04125,WP_221455440.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_JACHJN010000001,FHS29_RS04125,WP_221455440.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_JACHJP010000002,FHS44_RS13480,WP_184714305.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHJP010000002,FHS44_RS13480,WP_184714305.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
,NZ_JACHLJ010000002,HNP47_RS08395,WP_260394749.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHLJ010000002,HNP47_RS08395,WP_260394749.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNK010000005,FHY31_RS12970,WP_136732979.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNK010000005,FHY31_RS12970,WP_136732979.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNK010000005,FHY31_RS13035,WP_184421444.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNK010000005,FHY31_RS13035,WP_184421444.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNM010000004,FHY34_RS17705,WP_104553170.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNM010000004,FHY34_RS17705,WP_104553170.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNM010000004,FHY34_RS17760,WP_102582133.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNM010000004,FHY34_RS17760,WP_102582133.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNN010000005,FHT07_RS19875,WP_104623889.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNN010000005,FHT07_RS19875,WP_104623889.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNN010000005,FHT07_RS19940,WP_104601460.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNN010000005,FHT07_RS19940,WP_104601460.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNO010000003,FHT09_RS12490,WP_104605860.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNO010000003,FHT09_RS12490,WP_104605860.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNO010000003,FHT09_RS12545,WP_104537632.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNO010000003,FHT09_RS12545,WP_104537632.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNP010000003,FHR56_RS17360,WP_160946965.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNP010000003,FHR56_RS17360,WP_160946965.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNP010000003,FHR56_RS17415,WP_202406951.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNP010000003,FHR56_RS17415,WP_202406951.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNQ010000004,FHR57_RS19655,WP_126966191.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
