Accession	Organism	TaxID	Taxonomic_Lineage
WP_058611713.1	  Mammaliicoccus	2803850	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae
WP_081562405.1	  Acetobacteraceae	433	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Acetobacterales
WP_243359127.1	  Fundidesulfovibrio terrae	2922866	cellular organisms; Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfovibrionia; Desulfovibrionales; Desulfovibrionaceae; Fundidesulfovibrio
WP_081562405.1	  Acetobacteraceae	433	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Acetobacterales
WP_253838431.1	  Actinokineospora globicatena	103729	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Actinokineospora
WP_264729041.1	  Chitinophaga nivalis	2991709	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
WP_050046554.1	  Nostocales	1161	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae
WP_081917707.1	  Methylobacter sp. BBA5.1	1495064	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Methylococcales; Methylococcaceae; Methylobacter; unclassified Methylobacter
WP_018681868.1	  Actinokineospora enzanensis	155975	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Actinokineospora
WP_020157091.1	  Methylobacter marinus	34058	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Methylococcales; Methylococcaceae; Methylobacter
WP_018734389.1	  Salinispora pacifica	351187	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Salinispora
WP_019871996.1	  Salinispora oceanensis	1050199	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Salinispora
WP_026463765.1	  Adhaeribacter aquaticus	299567	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Hymenobacteraceae; Adhaeribacter
WP_232241563.1	  Kutzneria sp. 744	345341	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Kutzneria; unclassified Kutzneria
WP_011904934.1	  Salinispora tropica	168695	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Salinispora
WP_043262977.1	  Streptomyces sp. CT34	1553907	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WP_100405830.1	  Bacillus solitudinis	2014074	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus
WP_066890326.1	  Carbonactinospora thermoautotrophica	1469144	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Carbonactinosporaceae; Carbonactinospora
WP_053584879.1	  Lysinibacillus contaminans	1293441	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Bacillaceae; Lysinibacillus
WP_053375805.1	  Bacillales	1385	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli
WP_056662283.1	  Rhizobacter sp. Root1221	1736433	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiales genera incertae sedis; Rhizobacter; unclassified Rhizobacter
WP_179972611.1	  Streptococcus thermophilus	1308	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
WP_048540461.1	  Mammaliicoccus sciuri	1296	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Mammaliicoccus
WP_269456726.1	  Streptococcus thermophilus	1308	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
WP_208917831.1	  Paenibacillus uliginis	683737	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
WP_095070978.1	  Tenacibaculum jejuense	584609	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Tenacibaculum
WP_059335307.1	  Bacillus halotolerans	260554	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group; Bacillus mojavensis subgroup
WP_053375805.1	  Bacillales	1385	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli
WP_068791798.1	  Brevibacillus laterosporus	1465	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus
WP_110255722.1	  Undibacterium pigrum	401470	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Undibacterium
WP_107933678.1	  Ureibacillus chungkukjangi	1202712	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Ureibacillus
WP_232833201.1	  Paraburkholderia kururiensis	984307	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia
WP_115808507.1	  Winogradskyella pacifica	664642	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Winogradskyella
WP_090261071.1	  Roseivirga pacifica	1267423	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Roseivirgaceae; Roseivirga
WP_121151055.1	  Microbacterium sp. AG1240	2183992	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Microbacterium; unclassified Microbacterium
WP_147972310.1	  Streptomyces sp. col6	2478958	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WP_266086108.1	  Halorutilus salinus	2487751	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Halobacteria; Halorutilales; Halorutilaceae; Halorutilus
WP_128430379.1	  Streptomyces cyaneus	1904	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_246130594.1	  Nitrospirillum amazonense	28077	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Azospirillaceae; Nitrospirillum
WP_150086317.1	  Adhaeribacter rhizoryzae	2607907	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Hymenobacteraceae; Adhaeribacter
WP_252936505.1	  Roseivirga pacifica	1267423	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Roseivirgaceae; Roseivirga
WP_153754364.1	  Kriegella sp. EG-1	2664451	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; unclassified Flavobacteriaceae
WP_161478968.1	  Herbidospora solisilvae	2696284	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Herbidospora
