Name,Sequence Name,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A,NZ_CP084541|c3213950-3276987|3262071-3263036|+|LC193_RS13970|glycosyltransferase|WP_086159750.1,GENE3D,G3DSA:3.90.550.10,IPR029044,Nucleotide-diphossugar_trans,HOMOLOGOUS_SUPERFAMILY,Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A
Nucleotide-diphospho-sugar transferases,NZ_CP084541|c3213950-3276987|3262071-3263036|+|LC193_RS13970|glycosyltransferase|WP_086159750.1,SUPERFAMILY,SSF53448,IPR029044,Nucleotide-diphossugar_trans,HOMOLOGOUS_SUPERFAMILY,Nucleotide-diphospho-sugar transferases
Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A,NBC_00510_CP107851_PRJNA747871:OG937_26230,GENE3D,G3DSA:3.90.550.10,IPR029044,Nucleotide-diphossugar_trans,HOMOLOGOUS_SUPERFAMILY,Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A
Nucleotide-diphospho-sugar transferases,NBC_00510_CP107851_PRJNA747871:OG937_26230,SUPERFAMILY,SSF53448,IPR029044,Nucleotide-diphossugar_trans,HOMOLOGOUS_SUPERFAMILY,Nucleotide-diphospho-sugar transferases
N-terminal nucleophile aminohydrolases (Ntn hydrolases),NZ_JAMTCR010000003|c1165881-1212068|1204025-1205842|-|LV79_RS18665|gamma-glutamyltransferase|WP_253838431.1,SUPERFAMILY,SSF56235,IPR029055,Ntn_hydrolases_N,HOMOLOGOUS_SUPERFAMILY,N-terminal nucleophile aminohydrolases (Ntn hydrolases)
alpha/beta-Hydrolases,NZ_CP007806|c3392466-3439480|3412467-3419480|-|BRLA_RS14705|non-ribosomal_peptide_synthetase|WP_003335759.1,SUPERFAMILY,SSF53474,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta-Hydrolases
alpha/beta hydrolase,NZ_CP007806|c3392466-3439480|3412467-3419480|-|BRLA_RS14705|non-ribosomal_peptide_synthetase|WP_003335759.1,GENE3D,G3DSA:3.40.50.1820,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta hydrolase
alpha/beta-Hydrolases,NZ_CP017705|c1550570-1597584|1570571-1577584|-|BrL25_RS07625|non-ribosomal_peptide_synthetase|WP_018670344.1,SUPERFAMILY,SSF53474,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta-Hydrolases
alpha/beta hydrolase,NZ_CP017705|c1550570-1597584|1570571-1577584|-|BrL25_RS07625|non-ribosomal_peptide_synthetase|WP_018670344.1,GENE3D,G3DSA:3.40.50.1820,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta hydrolase
alpha/beta-Hydrolases,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,SUPERFAMILY,SSF53474,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta-Hydrolases
alpha/beta hydrolase,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,GENE3D,G3DSA:3.40.50.1820,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta hydrolase
alpha/beta-Hydrolases,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,SUPERFAMILY,SSF53474,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta-Hydrolases
alpha/beta hydrolase,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,GENE3D,G3DSA:3.40.50.1820,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta hydrolase
alpha/beta-Hydrolases,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,SUPERFAMILY,SSF53474,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta-Hydrolases
alpha/beta hydrolase,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,GENE3D,G3DSA:3.40.50.1820,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta hydrolase
alpha/beta-Hydrolases,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,SUPERFAMILY,SSF53474,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta-Hydrolases
alpha/beta hydrolase,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,GENE3D,G3DSA:3.40.50.1820,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta hydrolase
alpha/beta hydrolase,NW_014574696|c225420-389931|353097-359931|-|MBR_09308|polyketide_synthase|XP_014540705.1,GENE3D,G3DSA:3.40.50.1820,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta hydrolase
alpha/beta-Hydrolases,NW_014574696|c225420-389931|353097-359931|-|MBR_09308|polyketide_synthase|XP_014540705.1,SUPERFAMILY,SSF53474,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta-Hydrolases
alpha/beta hydrolase,NBC_01250_CP108476_PRJNA747871:OG500_28545,GENE3D,G3DSA:3.40.50.1820,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta hydrolase
alpha/beta-Hydrolases,NBC_01250_CP108476_PRJNA747871:OG500_28545,SUPERFAMILY,SSF53474,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta-Hydrolases
alpha/beta hydrolase,NBC_01302_CP108404_PRJNA747871:OG294_30205,GENE3D,G3DSA:3.40.50.1820,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta hydrolase
alpha/beta-Hydrolases,NBC_01302_CP108404_PRJNA747871:OG294_30205,SUPERFAMILY,SSF53474,IPR029058,AB_hydrolase_fold,HOMOLOGOUS_SUPERFAMILY,alpha/beta-Hydrolases
Thiamin diphosphate-binding fold (THDP-binding),NBC_00060_CP108253_PRJNA747871:OHV25_36620,SUPERFAMILY,SSF52518,IPR029061,THDP-binding,HOMOLOGOUS_SUPERFAMILY,Thiamin diphosphate-binding fold (THDP-binding)
Thiamin diphosphate-binding fold (THDP-binding),NBC_00060_CP108253_PRJNA747871:OHV25_36620,SUPERFAMILY,SSF52518,IPR029061,THDP-binding,HOMOLOGOUS_SUPERFAMILY,Thiamin diphosphate-binding fold (THDP-binding)
Thiamin diphosphate-binding fold (THDP-binding),NBC_00150_CP108166_PRJNA747871:OHB58_03220,SUPERFAMILY,SSF52518,IPR029061,THDP-binding,HOMOLOGOUS_SUPERFAMILY,Thiamin diphosphate-binding fold (THDP-binding)
Thiamin diphosphate-binding fold (THDP-binding),NBC_00150_CP108166_PRJNA747871:OHB58_03220,SUPERFAMILY,SSF52518,IPR029061,THDP-binding,HOMOLOGOUS_SUPERFAMILY,Thiamin diphosphate-binding fold (THDP-binding)
Thiamin diphosphate-binding fold (THDP-binding),NBC_00224_CP108106_PRJNA747871:OG965_03220,SUPERFAMILY,SSF52518,IPR029061,THDP-binding,HOMOLOGOUS_SUPERFAMILY,Thiamin diphosphate-binding fold (THDP-binding)
Thiamin diphosphate-binding fold (THDP-binding),NBC_00224_CP108106_PRJNA747871:OG965_03220,SUPERFAMILY,SSF52518,IPR029061,THDP-binding,HOMOLOGOUS_SUPERFAMILY,Thiamin diphosphate-binding fold (THDP-binding)
Thiamin diphosphate-binding fold (THDP-binding),NBC_00648_CP109038_PRJNA747871:OIE42_34340,SUPERFAMILY,SSF52518,IPR029061,THDP-binding,HOMOLOGOUS_SUPERFAMILY,Thiamin diphosphate-binding fold (THDP-binding)
Thiamin diphosphate-binding fold (THDP-binding),NBC_00648_CP109038_PRJNA747871:OIE42_34340,SUPERFAMILY,SSF52518,IPR029061,THDP-binding,HOMOLOGOUS_SUPERFAMILY,Thiamin diphosphate-binding fold (THDP-binding)
Thiamin diphosphate-binding fold (THDP-binding),NBC_01276_CP108442_PRJNA747871:OG295_32105,SUPERFAMILY,SSF52518,IPR029061,THDP-binding,HOMOLOGOUS_SUPERFAMILY,Thiamin diphosphate-binding fold (THDP-binding)
Thiamin diphosphate-binding fold (THDP-binding),NBC_01276_CP108442_PRJNA747871:OG295_32105,SUPERFAMILY,SSF52518,IPR029061,THDP-binding,HOMOLOGOUS_SUPERFAMILY,Thiamin diphosphate-binding fold (THDP-binding)
S-adenosyl-L-methionine-dependent methyltransferases,NC_015690|c1887119-1990282|1919373-1929602|+|KNP414_RS08410|SDR_family_NAD(P)-dependent_oxidoreductase|WP_013915596.1,SUPERFAMILY,SSF53335,IPR029063,SAM-dependent_MTases_sf,HOMOLOGOUS_SUPERFAMILY,S-adenosyl-L-methionine-dependent methyltransferases
Vaccinia Virus protein VP39,NC_015690|c1887119-1990282|1919373-1929602|+|KNP414_RS08410|SDR_family_NAD(P)-dependent_oxidoreductase|WP_013915596.1,GENE3D,G3DSA:3.40.50.150,IPR029063,SAM-dependent_MTases_sf,HOMOLOGOUS_SUPERFAMILY,Vaccinia Virus protein VP39
S-adenosyl-L-methionine-dependent methyltransferases,NC_016935|c2418317-2521499|2450569-2460798|+|PM3016_RS10825|SDR_family_NAD(P)-dependent_oxidoreductase|WP_014369465.1,SUPERFAMILY,SSF53335,IPR029063,SAM-dependent_MTases_sf,HOMOLOGOUS_SUPERFAMILY,S-adenosyl-L-methionine-dependent methyltransferases
Vaccinia Virus protein VP39,NC_016935|c2418317-2521499|2450569-2460798|+|PM3016_RS10825|SDR_family_NAD(P)-dependent_oxidoreductase|WP_014369465.1,GENE3D,G3DSA:3.40.50.150,IPR029063,SAM-dependent_MTases_sf,HOMOLOGOUS_SUPERFAMILY,Vaccinia Virus protein VP39
Vaccinia Virus protein VP39,NZ_KB913022|c2393662-2468010|2403486-2404514|-|SALPAC_RS0111045|hypothetical_protein|WP_018734389.1,GENE3D,G3DSA:3.40.50.150,IPR029063,SAM-dependent_MTases_sf,HOMOLOGOUS_SUPERFAMILY,Vaccinia Virus protein VP39
S-adenosyl-L-methionine-dependent methyltransferases,NZ_KB913022|c2393662-2468010|2403486-2404514|-|SALPAC_RS0111045|hypothetical_protein|WP_018734389.1,SUPERFAMILY,SSF53335,IPR029063,SAM-dependent_MTases_sf,HOMOLOGOUS_SUPERFAMILY,S-adenosyl-L-methionine-dependent methyltransferases
Vaccinia Virus protein VP39,NZ_KB913027|c4520344-4594986|4530151-4531179|-|SALPAC5_RS0120905|hypothetical_protein|WP_019871996.1,GENE3D,G3DSA:3.40.50.150,IPR029063,SAM-dependent_MTases_sf,HOMOLOGOUS_SUPERFAMILY,Vaccinia Virus protein VP39
S-adenosyl-L-methionine-dependent methyltransferases,NZ_KB913027|c4520344-4594986|4530151-4531179|-|SALPAC5_RS0120905|hypothetical_protein|WP_019871996.1,SUPERFAMILY,SSF53335,IPR029063,SAM-dependent_MTases_sf,HOMOLOGOUS_SUPERFAMILY,S-adenosyl-L-methionine-dependent methyltransferases
S-adenosyl-L-methionine-dependent methyltransferases,NBC_00850_CP108845_PRJNA747871:OH802_18195,SUPERFAMILY,SSF53335,IPR029063,SAM-dependent_MTases_sf,HOMOLOGOUS_SUPERFAMILY,S-adenosyl-L-methionine-dependent methyltransferases
Vaccinia Virus protein VP39,NBC_00850_CP108845_PRJNA747871:OH802_18195,GENE3D,G3DSA:3.40.50.150,IPR029063,SAM-dependent_MTases_sf,HOMOLOGOUS_SUPERFAMILY,Vaccinia Virus protein VP39
Vaccinia Virus protein VP39,NBC_01723_CP109171_PRJNA747871:OIE75_38745,GENE3D,G3DSA:3.40.50.150,IPR029063,SAM-dependent_MTases_sf,HOMOLOGOUS_SUPERFAMILY,Vaccinia Virus protein VP39
S-adenosyl-L-methionine-dependent methyltransferases,NBC_01723_CP109171_PRJNA747871:OIE75_38745,SUPERFAMILY,SSF53335,IPR029063,SAM-dependent_MTases_sf,HOMOLOGOUS_SUPERFAMILY,S-adenosyl-L-methionine-dependent methyltransferases
ALDEHYDE_DEHYDR_GLU,NZ_CP041046|c3221791-3264253|3259283-3260713|+|FIV34_RS14860|aldehyde_dehydrogenase_family_protein|WP_139985978.1,PROSITE_PATTERNS,PS00687,IPR029510,Ald_DH_CS_GLU,CONSERVED_SITE,ALDEHYDE_DEHYDR_GLU
ALDEHYDE_DEHYDR_GLU,NZ_CP095740|c1514713-1563401|1520484-1521914|-|L2Y94_RS07045|aldehyde_dehydrogenase_family_protein|WP_247373980.1,PROSITE_PATTERNS,PS00687,IPR029510,Ald_DH_CS_GLU,CONSERVED_SITE,ALDEHYDE_DEHYDR_GLU
ALDEHYDE_DEHYDR_GLU,NZ_CP095741|c3500413-3542875|3541102-3542532|+|L2Y96_RS15775|aldehyde_dehydrogenase_family_protein|WP_247328080.1,PROSITE_PATTERNS,PS00687,IPR029510,Ald_DH_CS_GLU,CONSERVED_SITE,ALDEHYDE_DEHYDR_GLU
ALDEHYDE_DEHYDR_GLU,NZ_CP095742|c3504837-3547299|3542352-3543782|+|L2Y97_RS15945|aldehyde_dehydrogenase_family_protein|WP_247428496.1,PROSITE_PATTERNS,PS00687,IPR029510,Ald_DH_CS_GLU,CONSERVED_SITE,ALDEHYDE_DEHYDR_GLU
Nucleotide cyclase,NZ_CP014168|c4085693-4108095|4105466-4107217|-|J0A91_RS18800|EAL_domain-containing_protein|WP_169833168.1,SUPERFAMILY,SSF55073,IPR029787,Nucleotide_cyclase,HOMOLOGOUS_SUPERFAMILY,Nucleotide cyclase
PT_fungal_PKS,NW_014574696|c225420-389931|353097-359931|-|MBR_09308|polyketide_synthase|XP_014540705.1,NCBIFAM,TIGR04532,IPR030918,PT_fungal_PKS,DOMAIN,PT_fungal_PKS
fluorinase,candidate_NBC_01490_CP109433_PRJNA747871:OG417_15765,NCBIFAM,TIGR04507,IPR030978,Fluorinase,FAMILY,fluorinase
SAT,NW_014574696|c225420-389931|353097-359931|-|MBR_09308|polyketide_synthase|XP_014540705.1,PFAM,PF16073,IPR032088,SAT,DOMAIN,SAT
NTF2-like,NC_021658|c10904359-10963870|10917741-10918778|+|SCE1572_RS39875|RNA_polymerase_subunit_sigma-70|WP_020739607.1,SUPERFAMILY,SSF54427,IPR032710,NTF2-like_dom_sf,HOMOLOGOUS_SUPERFAMILY,NTF2-like
NTF2-like,NBC_01469_CP109465_PRJNA747871:OG587_26860,SUPERFAMILY,SSF54427,IPR032710,NTF2-like_dom_sf,HOMOLOGOUS_SUPERFAMILY,NTF2-like
KAsynt_C_assoc,NC_015690|c1887119-1990282|1919373-1929602|+|KNP414_RS08410|SDR_family_NAD(P)-dependent_oxidoreductase|WP_013915596.1,PFAM,PF16197,IPR032821,PKS_assoc,DOMAIN,KAsynt_C_assoc
KAsynt_C_assoc,NC_016935|c2418317-2521499|2450569-2460798|+|PM3016_RS10825|SDR_family_NAD(P)-dependent_oxidoreductase|WP_014369465.1,PFAM,PF16197,IPR032821,PKS_assoc,DOMAIN,KAsynt_C_assoc
KAsynt_C_assoc,NZ_CP034279|c2205489-2286666|2253144-2260913|-|EIZ62_RS09545|non-ribosomal_peptide_synthetase|WP_156692277.1,PFAM,PF16197,IPR032821,PKS_assoc,DOMAIN,KAsynt_C_assoc
POLYPRENYL_SYNTHASE_2,NBC_00829_CP108867_PRJNA747871:OG293_14325,PROSITE_PATTERNS,PS00444,IPR033749,Polyprenyl_synt_CS,CONSERVED_SITE,POLYPRENYL_SYNTHASE_2
,NBC_01331_CP108379_PRJNA747871:OG695_19090,GENE3D,G3DSA:3.30.300.130,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,
Fe-S cluster assembly (FSCA) domain-like,NBC_01331_CP108379_PRJNA747871:OG695_19090,SUPERFAMILY,SSF117916,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Fe-S cluster assembly (FSCA) domain-like
,NBC_01661_CP109243_PRJNA747871:OH723_11925,GENE3D,G3DSA:3.30.300.130,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,
Fe-S cluster assembly (FSCA) domain-like,NBC_01661_CP109243_PRJNA747871:OH723_11925,SUPERFAMILY,SSF117916,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Fe-S cluster assembly (FSCA) domain-like
,NBC_01665_CP109235_PRJNA747871:OH749_11845,GENE3D,G3DSA:3.30.300.130,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,
Fe-S cluster assembly (FSCA) domain-like,NBC_01665_CP109235_PRJNA747871:OH749_11845,SUPERFAMILY,SSF117916,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Fe-S cluster assembly (FSCA) domain-like
,NBC_01675_CP109594_PRJNA747871:OIF23_11790,GENE3D,G3DSA:3.30.300.130,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,
Fe-S cluster assembly (FSCA) domain-like,NBC_01675_CP109594_PRJNA747871:OIF23_11790,SUPERFAMILY,SSF117916,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Fe-S cluster assembly (FSCA) domain-like
,NBC_01692_CP109203_PRJNA747871:OIE91_12440,GENE3D,G3DSA:3.30.300.130,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,
Fe-S cluster assembly (FSCA) domain-like,NBC_01692_CP109203_PRJNA747871:OIE91_12440,SUPERFAMILY,SSF117916,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Fe-S cluster assembly (FSCA) domain-like
,NBC_01673_CP109224_PRJNA747871:OG998_19020,GENE3D,G3DSA:3.30.300.130,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,
Fe-S cluster assembly (FSCA) domain-like,NBC_01673_CP109224_PRJNA747871:OG998_19020,SUPERFAMILY,SSF117916,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Fe-S cluster assembly (FSCA) domain-like
,NBC_01110_CP108647_PRJNA747871:OG330_11835,GENE3D,G3DSA:3.30.300.130,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,
Fe-S cluster assembly (FSCA) domain-like,NBC_01110_CP108647_PRJNA747871:OG330_11835,SUPERFAMILY,SSF117916,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Fe-S cluster assembly (FSCA) domain-like
,NBC_01170_CP108610_PRJNA747871:OG525_11825,GENE3D,G3DSA:3.30.300.130,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,
Fe-S cluster assembly (FSCA) domain-like,NBC_01170_CP108610_PRJNA747871:OG525_11825,SUPERFAMILY,SSF117916,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Fe-S cluster assembly (FSCA) domain-like
,NBC_01270_CP108451_PRJNA747871:OG531_11690,GENE3D,G3DSA:3.30.300.130,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,
Fe-S cluster assembly (FSCA) domain-like,NBC_01270_CP108451_PRJNA747871:OG531_11690,SUPERFAMILY,SSF117916,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Fe-S cluster assembly (FSCA) domain-like
,NBC_01274_CP108447_PRJNA747871:OG460_12415,GENE3D,G3DSA:3.30.300.130,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,
Fe-S cluster assembly (FSCA) domain-like,NBC_01274_CP108447_PRJNA747871:OG460_12415,SUPERFAMILY,SSF117916,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Fe-S cluster assembly (FSCA) domain-like
,NBC_01621_CP109294_PRJNA747871:OG950_11825,GENE3D,G3DSA:3.30.300.130,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,
Fe-S cluster assembly (FSCA) domain-like,NBC_01621_CP109294_PRJNA747871:OG950_11825,SUPERFAMILY,SSF117916,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Fe-S cluster assembly (FSCA) domain-like
,NBC_01627_CP109281_PRJNA747871:OHA92_18970,GENE3D,G3DSA:3.30.300.130,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,
Fe-S cluster assembly (FSCA) domain-like,NBC_01627_CP109281_PRJNA747871:OHA92_18970,SUPERFAMILY,SSF117916,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Fe-S cluster assembly (FSCA) domain-like
,NBC_01640_CP109270_PRJNA747871:OH730_11595,GENE3D,G3DSA:3.30.300.130,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,
Fe-S cluster assembly (FSCA) domain-like,NBC_01640_CP109270_PRJNA747871:OH730_11595,SUPERFAMILY,SSF117916,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Fe-S cluster assembly (FSCA) domain-like
,NBC_01664_CP109238_PRJNA747871:OH810_18985,GENE3D,G3DSA:3.30.300.130,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,
Fe-S cluster assembly (FSCA) domain-like,NBC_01664_CP109238_PRJNA747871:OH810_18985,SUPERFAMILY,SSF117916,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Fe-S cluster assembly (FSCA) domain-like
,NBC_01722_CP109173_PRJNA747871:OG954_11780,GENE3D,G3DSA:3.30.300.130,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,
Fe-S cluster assembly (FSCA) domain-like,NBC_01722_CP109173_PRJNA747871:OG954_11780,SUPERFAMILY,SSF117916,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Fe-S cluster assembly (FSCA) domain-like
,NBC_01747_CP109142_PRJNA747871:OG919_19085,GENE3D,G3DSA:3.30.300.130,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,
Fe-S cluster assembly (FSCA) domain-like,NBC_01747_CP109142_PRJNA747871:OG919_19085,SUPERFAMILY,SSF117916,IPR034904,FSCA_dom_sf,HOMOLOGOUS_SUPERFAMILY,Fe-S cluster assembly (FSCA) domain-like
EAL domain,NZ_CP014168|c4085693-4108095|4105466-4107217|-|J0A91_RS18800|EAL_domain-containing_protein|WP_169833168.1,GENE3D,G3DSA:3.20.20.450,IPR035919,EAL_sf,HOMOLOGOUS_SUPERFAMILY,EAL domain
EAL domain-like,NZ_CP014168|c4085693-4108095|4105466-4107217|-|J0A91_RS18800|EAL_domain-containing_protein|WP_169833168.1,SUPERFAMILY,SSF141868,IPR035919,EAL_sf,HOMOLOGOUS_SUPERFAMILY,EAL domain-like
CAP,NZ_QJKB01000004|c161419-222181|201881-204376|-|DFR42_RS14545|DUF4214_domain-containing_protein|WP_110255722.1,GENE3D,G3DSA:3.40.33.10,IPR035940,CAP_sf,HOMOLOGOUS_SUPERFAMILY,CAP
FAD/NAD(P)-binding domain,NBC_00850_CP108845_PRJNA747871:OH802_18195,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NBC_00850_CP108845_PRJNA747871:OH802_18195,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
,NBC_00850_CP108845_PRJNA747871:OH802_18195,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
,NC_018681|c3779303-3846678|3834718-3835572|-|O3I_RS17300|MerR_family_transcriptional_regulator|WP_014984241.1,GENE3D,G3DSA:1.10.490.50,IPR036244,TipA-like_antibiotic-bd,HOMOLOGOUS_SUPERFAMILY,
Antibiotic binding domain of TipA-like multidrug resistance regulators,NC_018681|c3779303-3846678|3834718-3835572|-|O3I_RS17300|MerR_family_transcriptional_regulator|WP_014984241.1,SUPERFAMILY,SSF89082,IPR036244,TipA-like_antibiotic-bd,HOMOLOGOUS_SUPERFAMILY,Antibiotic binding domain of TipA-like multidrug resistance regulators
,NZ_LWLE01000037|c147729-169955|149610-150457|-|A6A29_RS39635|MerR_family_transcriptional_regulator|A6A29_RS39635,GENE3D,G3DSA:1.10.490.50,IPR036244,TipA-like_antibiotic-bd,HOMOLOGOUS_SUPERFAMILY,
Antibiotic binding domain of TipA-like multidrug resistance regulators,NZ_LWLE01000037|c147729-169955|149610-150457|-|A6A29_RS39635|MerR_family_transcriptional_regulator|A6A29_RS39635,SUPERFAMILY,SSF89082,IPR036244,TipA-like_antibiotic-bd,HOMOLOGOUS_SUPERFAMILY,Antibiotic binding domain of TipA-like multidrug resistance regulators
,NZ_CP022088|c2793595-2860865|2804316-2805152|+|CEQ30_RS12350|MerR_family_transcriptional_regulator|WP_042255560.1,GENE3D,G3DSA:1.10.490.50,IPR036244,TipA-like_antibiotic-bd,HOMOLOGOUS_SUPERFAMILY,
Antibiotic binding domain of TipA-like multidrug resistance regulators,NZ_CP022088|c2793595-2860865|2804316-2805152|+|CEQ30_RS12350|MerR_family_transcriptional_regulator|WP_042255560.1,SUPERFAMILY,SSF89082,IPR036244,TipA-like_antibiotic-bd,HOMOLOGOUS_SUPERFAMILY,Antibiotic binding domain of TipA-like multidrug resistance regulators
,NZ_CP072827|c4112628-4195927|4184847-4185605|+|J7W19_RS17940|MerR_family_transcriptional_regulator|WP_004940355.1,GENE3D,G3DSA:1.10.490.50,IPR036244,TipA-like_antibiotic-bd,HOMOLOGOUS_SUPERFAMILY,
Antibiotic binding domain of TipA-like multidrug resistance regulators,NZ_CP072827|c4112628-4195927|4184847-4185605|+|J7W19_RS17940|MerR_family_transcriptional_regulator|WP_004940355.1,SUPERFAMILY,SSF89082,IPR036244,TipA-like_antibiotic-bd,HOMOLOGOUS_SUPERFAMILY,Antibiotic binding domain of TipA-like multidrug resistance regulators
,NZ_CP101750|c4871618-4946001|4887978-4888736|+|NOO62_RS22355|MerR_family_transcriptional_regulator|WP_268772670.1,GENE3D,G3DSA:1.10.490.50,IPR036244,TipA-like_antibiotic-bd,HOMOLOGOUS_SUPERFAMILY,
Antibiotic binding domain of TipA-like multidrug resistance regulators,NZ_CP101750|c4871618-4946001|4887978-4888736|+|NOO62_RS22355|MerR_family_transcriptional_regulator|WP_268772670.1,SUPERFAMILY,SSF89082,IPR036244,TipA-like_antibiotic-bd,HOMOLOGOUS_SUPERFAMILY,Antibiotic binding domain of TipA-like multidrug resistance regulators
,NZ_CP034587|c3934469-4014047|4011728-4012483|+|EKH77_RS17705|MerR_family_transcriptional_regulator|WP_126915329.1,GENE3D,G3DSA:1.10.490.50,IPR036244,TipA-like_antibiotic-bd,HOMOLOGOUS_SUPERFAMILY,
Antibiotic binding domain of TipA-like multidrug resistance regulators,NZ_CP034587|c3934469-4014047|4011728-4012483|+|EKH77_RS17705|MerR_family_transcriptional_regulator|WP_126915329.1,SUPERFAMILY,SSF89082,IPR036244,TipA-like_antibiotic-bd,HOMOLOGOUS_SUPERFAMILY,Antibiotic binding domain of TipA-like multidrug resistance regulators
